].pos_y				= -2.162401 
=777=localizationInfo.time_stamp = 0  
=777=vehiclespeed.ESP_0x305_time_stamp = 6598760  
=777=vehiclespeed.ESP_VehSpd = 0.000000  
=777=parkInfos.park_num = 20  
=777=vehicleInfo.PDCU_GearSig = 0.000000  
=777=cameraParkInfos.parking_space_num = 8  
=777=cameraParkInfos.SurViewParkingSpace[i].id = 1  
=777=cameraParkInfos.SurViewParkingSpace[i].park_type = 1  
=777=cameraParkInfos.SurViewParkingSpace[i].confidence = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].park_direction = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].fAngle = -90.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].park_length = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].park_width = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].valid_state = 0  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[0].x = 1.581000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[0].y = 4.350000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[1].x = 1.581000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[1].y = 9.375000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[2].x = 3.981000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[2].y = 9.375000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[3].x = 3.981000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[3].y = 4.350000  
=777=cameraParkInfos.SurViewParkingSpace[i].id = 2  
=777=cameraParkInfos.SurViewParkingSpace[i].park_type = 1  
=777=cameraParkInfos.SurViewParkingSpace[i].confidence = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].park_direction = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].fAngle = -90.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].park_length = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].park_width = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].valid_state = 0  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[0].x = -0.669000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[0].y = 4.331250  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[1].x = -0.669000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[1].y = 9.356250  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[2].x = 1.581000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[2].y = 9.375000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[3].x = 1.581000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[3].y = 4.350000  
=777=cameraParkInfos.SurViewParkingSpace[i].id = 3  
=777=cameraParkInfos.SurViewParkingSpace[i].park_type = 1  
=777=cameraParkInfos.SurViewParkingSpace[i].confidence = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].park_direction = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].fAngle = -90.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].park_length = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].park_width = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].valid_state = 0  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[0].x = -2.844000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[0].y = 4.331250  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[1].x = -2.844000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[1].y = 9.356250  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[2].x = -0.669000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[2].y = 9.356250  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[3].x = -0.669000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[3].y = 4.331250  
=777=cameraParkInfos.SurViewParkingSpace[i].id = 4  
=777=cameraParkInfos.SurViewParkingSpace[i].park_type = 1  
=777=cameraParkInfos.SurViewParkingSpace[i].confidence = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].park_direction = 1.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].fAngle = 90.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].park_length = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].park_width = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].valid_state = 0  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[0].x = 1.656000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[0].y = -1.650000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[1].x = 1.581000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[1].y = -6.656250  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[2].x = -1.137750  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[2].y = -6.581250  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[3].x = -0.931500  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[3].y = -1.575000  
=777=cameraParkInfos.SurViewParkingSpace[i].id = 5  
=777=cameraParkInfos.SurViewParkingSpace[i].park_type = 1  
=777=cameraParkInfos.SurViewParkingSpace[i].confidence = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].park_direction = 1.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].fAngle = 90.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].park_length = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].park_width = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].valid_state = 0  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[0].x = -0.931500  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[0].y = -1.575000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[1].x = -1.100250  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[1].y = -6.581250  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[2].x = -3.650250  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[2].y = -6.562500  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[3].x = -3.444000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[3].y = -1.556250  
=777=cameraParkInfos.SurViewParkingSpace[i].id = 6  
=777=cameraParkInfos.SurViewParkingSpace[i].park_type = 1  
=777=cameraParkInfos.SurViewParkingSpace[i].confidence = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].park_direction = 1.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].fAngle = 90.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].park_length = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].park_width = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].valid_state = 0  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[0].x = 4.149750  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[0].y = -1.575000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[1].x = 4.506000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[1].y = -6.581250  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[2].x = 1.581000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[2].y = -6.656250  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[3].x = 1.656000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[3].y = -1.650000  
=777=cameraParkInfos.SurViewParkingSpace[i].id = 7  
=777=cameraParkInfos.SurViewParkingSpace[i].park_type = 1  
=777=cameraParkInfos.SurViewParkingSpace[i].confidence = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].park_direction = 1.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].fAngle = 90.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].park_length = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].park_width = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].valid_state = 0  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[0].x = 6.756000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[0].y = -1.575000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[1].x = 7.168500  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[1].y = -6.581250  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[2].x = 4.506000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[2].y = -6.581250  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[3].x = 4.131000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[3].y = -1.575000  
=777=cameraParkInfos.SurViewParkingSpace[i].id = 8  
=777=cameraParkInfos.SurViewParkingSpace[i].park_type = 1  
=777=cameraParkInfos.SurViewParkingSpace[i].confidence = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].park_direction = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].fAngle = -90.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].park_length = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].park_width = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].valid_state = 0  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[0].x = 3.981000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[0].y = 4.350000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[1].x = 3.981000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[1].y = 9.375000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[2].x = 6.774750  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[2].y = 9.393750  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[3].x = 6.343500  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[3].y = 4.387500  
=777==yaw			= 359.692158 
=777==LocalizationResult.x		= 0.000000 
=777==LocalizationResult.y		= 0.000000 
 =777= counts: 679
 =777= surParking_list.num = 0 
 =777= ultparklist.num = 6 
 =777=surUltParkingFusion end 
=777=parkingFusion_state = 1  
=777=ParkingFusion_runTime_ns = 1988180  
=777=W=parkingSpaceOut.park_num						= 0 
 =777=ParkingFusion_firstTime: 868618060
=777=cameraParkInfos.time_stamp = 6598779  
=777=ultParkInfos.USSC_GPSTimeStamp = 0  
=777=localizationInfo.time_stamp = 0  
=777=vehiclespeed.ESP_0x305_time_stamp = 6598760  
=777=vehiclespeed.ESP_VehSpd = 0.000000  
=777=parkInfos.park_num = 20  
=777=vehicleInfo.PDCU_GearSig = 0.000000  
=777=cameraParkInfos.parking_space_num = 8  
=777=cameraParkInfos.SurViewParkingSpace[i].id = 1  
=777=cameraParkInfos.SurViewParkingSpace[i].park_type = 1  
=777=cameraParkInfos.SurViewParkingSpace[i].confidence = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].park_direction = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].fAngle = -90.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].park_length = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].park_width = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].valid_state = 0  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[0].x = 1.581000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[0].y = 4.350000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[1].x = 1.581000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[1].y = 9.375000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[2].x = 3.981000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[2].y = 9.375000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[3].x = 3.981000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[3].y = 4.350000  
=777=cameraParkInfos.SurViewParkingSpace[i].id = 2  
=777=cameraParkInfos.SurViewParkingSpace[i].park_type = 1  
=777=cameraParkInfos.SurViewParkingSpace[i].confidence = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].park_direction = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].fAngle = -90.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].park_length = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].park_width = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].valid_state = 0  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[0].x = -0.669000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[0].y = 4.331250  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[1].x = -0.669000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[1].y = 9.356250  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[2].x = 1.581000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[2].y = 9.375000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[3].x = 1.581000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[3].y = 4.350000  
=777=cameraParkInfos.SurViewParkingSpace[i].id = 3  
=777=cameraParkInfos.SurViewParkingSpace[i].park_type = 1  
=777=cameraParkInfos.SurViewParkingSpace[i].confidence = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].park_direction = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].fAngle = -90.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].park_length = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].park_width = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].valid_state = 0  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[0].x = -2.844000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[0].y = 4.331250  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[1].x = -2.844000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[1].y = 9.356250  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[2].x = -0.669000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[2].y = 9.356250  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[3].x = -0.669000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[3].y = 4.331250  
=777=cameraParkInfos.SurViewParkingSpace[i].id = 4  
=777=cameraParkInfos.SurViewParkingSpace[i].park_type = 1  
=777=cameraParkInfos.SurViewParkingSpace[i].confidence = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].park_direction = 1.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].fAngle = 90.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].park_length = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].park_width = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].valid_state = 0  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[0].x = 1.656000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[0].y = -1.650000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[1].x = 1.581000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[1].y = -6.656250  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[2].x = -1.137750  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[2].y = -6.581250  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[3].x = -0.931500  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[3].y = -1.575000  
=777=cameraParkInfos.SurViewParkingSpace[i].id = 5  
=777=cameraParkInfos.SurViewParkingSpace[i].park_type = 1  
=777=cameraParkInfos.SurViewParkingSpace[i].confidence = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].park_direction = 1.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].fAngle = 90.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].park_length = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].park_width = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].valid_state = 0  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[0].x = -0.931500  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[0].y = -1.575000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[1].x = -1.100250  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[1].y = -6.581250  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[2].x = -3.650250  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[2].y = -6.562500  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[3].x = -3.444000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[3].y = -1.556250  
=777=cameraParkInfos.SurViewParkingSpace[i].id = 6  
=777=cameraParkInfos.SurViewParkingSpace[i].park_type = 1  
=777=cameraParkInfos.SurViewParkingSpace[i].confidence = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].park_direction = 1.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].fAngle = 90.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].park_length = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].park_width = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].valid_state = 0  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[0].x = 4.149750  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[0].y = -1.575000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[1].x = 4.506000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[1].y = -6.581250  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[2].x = 1.581000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[2].y = -6.656250  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[3].x = 1.656000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[3].y = -1.650000  
=777=cameraParkInfos.SurViewParkingSpace[i].id = 7  
=777=cameraParkInfos.SurViewParkingSpace[i].park_type = 1  
=777=cameraParkInfos.SurViewParkingSpace[i].confidence = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].park_direction = 1.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].fAngle = 90.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].park_length = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].park_width = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].valid_state = 0  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[0].x = 6.756000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[0].y = -1.575000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[1].x = 7.168500  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[1].y = -6.581250  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[2].x = 4.506000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[2].y = -6.581250  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[3].x = 4.131000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[3].y = -1.575000  
=777=cameraParkInfos.SurViewParkingSpace[i].id = 8  
=777=cameraParkInfos.SurViewParkingSpace[i].park_type = 1  
=777=cameraParkInfos.SurViewParkingSpace[i].confidence = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].park_direction = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].fAngle = -90.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].park_length = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].park_width = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].valid_state = 0  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[0].x = 3.981000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[0].y = 4.350000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[1].x = 3.981000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[1].y = 9.375000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[2].x = 6.774750  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[2].y = 9.393750  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[3].x = 6.343500  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[3].y = 4.387500  
=777==yaw			= 359.692158 
=777==LocalizationResult.x		= 0.000000 
=777==LocalizationResult.y		= 0.000000 
 =777= counts: 680
 =777= surParking_list.num = 0 
=666==MapInfo_r.lon_x		= 0.0000000000 
 =777= ultparklist.num = 6 
=666==MapInfo_r.lat_y		= 0.0000000000 
=666==MapInfo_r.ele_z		= 0.000000 
=666==MapInfo_r.hdmap_yaw	= 0.000000 
=666==MapInfo_r.hdmap_output_flag1		= 0 
=666==MapInfo_r.hdmap_output_flag2		= 1 
=666==2020-06-10-Localization_50ms===Read_PpHdMap_DeRtkInfo=== 
=666==Rtk_r.INS_Latitude		= 0.0000004000 
=666==Rtk_r.INS_Longitude		= 0.0000000000 
=666==Rtk_r.INS_Heading			= 0.307842 
=666==Rtk_r.INS_Pitch			= 0.263898 
=666==Rtk_r.INS_Roll			= 0.747282 
=666==Rtk_r.Gyro_Z				= -0.018356 
=666==Rtk_r.Acc_X				= 0.001821 
=666==Rtk_r.Acc_Y				= -0.016978 
=666==Rtk_r.INS_EastSpd			= 0.001157 
=666==Rtk_r.INS_NorthSpd		= 0.001157 
=666==2020-05-19-Localization_100ms===Write_PpLocalization_DeVslamInput===	
=666==VslamInput_w.lat								= 0.0000004000 
=666==VslamInput_w.lon								= 0.0000000000 
=666==VslamInput_w.vehicle_yaw						= 359.692158 
=666==VslamInput_w.vehicle_x						= 0.000000 
=666==VslamInput_w.vehicle_y						= 0.000000 
=666==VslamInput_w.vehicle_z						= 0.000000 
=666==VslamInput_w.hdmap_localtion_flag1			= 0 
=666==VslamInput_w.hdmap_localtion_flag2			= 1 
=666==VslamInput_w.search_radius1					= 20.000000 
=666==VslamInput_w.search_radius2					= 20.000000 
=666==counter2 = 142
=666==2020-07-29-Localization_50ms===V33===	
=666==2020-05-08-Localization_100ms===Read_PpHdMap_DeMapInfo=== 
=666==MapInfo_r.lon_x		= 0.0000000000 
